DIRECTORIO,P424,P4030S1,P4030S1A1,P4030S5,P4030S3,P4030S4,P4030S4A1,P4030S6,P4030S2,MES_REF,DIA_REF,CLASE,REGION,F_EXP_VIV
1695,2,1,2,1,1,2,,2,1,9,1,1,5,377.58575067
1698,2,1,1,1,1,1,3,2,1,9,4,1,5,581.41397077
1699,1,1,2,1,2,2,,2,2,9,6,2,3,149.05729619
1703,1,1,1,2,2,2,,2,2,9,4,2,2,349.8244367
1704,1,1,1,1,2,1,2,2,2,9,2,2,2,273.87203432
1705,2,1,2,1,1,1,3,2,1,9,2,1,2,218.50082254
1711,2,1,2,1,1,1,3,2,1,9,1,1,3,340.7585395
1719,1,1,1,2,2,1,2,1,2,9,2,1,2,226.39141663
1720,1,1,1,1,2,2,,2,2,9,3,2,2,153.31910251
1726,1,1,1,1,2,2,,2,2,9,3,2,3,87.749380893
1729,1,1,2,1,1,1,3,2,1,9,7,1,5,311.42770334
1731,1,1,1,2,2,2,,2,2,9,3,2,2,187.34319007
1732,1,1,1,1,2,2,,1,2,9,5,2,1,346.68609973
1736,2,1,2,1,1,1,2,2,1,9,1,1,2,356.47328557
1740,1,1,1,1,2,1,2,2,2,9,4,2,2,134.68366231
1742,1,1,1,1,2,1,1,2,2,9,5,1,2,220.78314941
1745,2,1,2,1,1,1,3,1,2,9,5,1,5,430.6886853
1749,1,1,1,2,2,2,,2,2,9,5,2,1,727.0561955
1750,2,1,2,1,1,1,3,2,1,9,6,1,5,351.0461251
1751,1,1,1,2,2,1,2,2,2,9,6,1,2,254.15091917
1752,2,1,2,1,1,1,3,1,1,9,1,1,5,398.53199127
1753,2,1,2,1,1,1,3,1,1,9,3,1,5,472.39990923
1768,1,1,1,2,2,1,8,1,2,9,3,2,2,142.31510041
1771,1,1,1,1,2,2,,2,2,9,1,2,3,68.608564897
1773,2,1,1,1,1,1,3,1,1,9,1,1,1,243.91367718
1774,1,1,1,1,2,2,,1,1,9,6,2,1,203.10733236
1775,1,1,1,2,2,2,,2,2,9,4,2,3,141.04342632
1776,3,1,1,1,1,1,8,2,2,9,3,2,4,627.4949569
1777,3,1,1,1,1,1,3,2,1,9,7,1,2,165.45749083
1779,1,1,1,1,2,2,,2,2,9,4,2,1,263.46321236
1782,1,1,1,1,2,1,2,1,2,9,4,2,4,379.9314691
1783,1,1,2,2,1,1,7,1,1,9,7,1,6,6.9235897057
1784,1,1,1,1,1,1,8,1,2,9,3,2,4,571.18178377
1785,1,1,1,1,2,2,,2,1,9,4,2,1,425.94971613
1788,1,1,1,2,2,2,,2,2,9,7,2,1,139.01746321
1791,1,1,1,1,2,2,,2,2,9,1,2,3,68.608564897
1793,1,1,3,1,1,1,3,1,1,9,5,1,1,205.07611849
1795,1,1,1,2,2,2,,2,2,9,2,2,3,90.77245331
1796,2,1,3,1,1,1,3,2,1,9,4,1,1,264.1838615
1798,1,1,1,1,1,2,,1,2,9,4,2,1,166.25617902
1800,1,1,2,1,1,1,3,1,1,9,7,1,1,42.970033777
1801,1,1,2,2,2,2,,2,1,9,1,2,1,346.73242217
1803,1,1,3,1,1,1,3,1,1,9,4,1,1,344.83741973
1805,3,1,1,1,1,1,2,1,2,9,3,1,4,263.62775013
1807,2,1,1,1,1,1,3,2,1,9,7,1,3,148.66111166
1810,1,1,1,2,2,2,,2,2,9,4,2,1,265.41291869
1812,2,1,3,1,1,1,2,1,1,9,3,1,2,96.202530367
1814,2,1,2,1,1,1,3,2,2,9,4,1,4,57.715645603
1815,1,1,1,2,2,1,8,2,2,9,3,2,2,174.09996327
1816,2,1,2,1,1,1,3,2,2,9,6,1,1,354.56655573
1817,3,1,2,1,1,1,3,2,1,9,4,1,5,387.60931383
1819,1,1,3,1,1,1,3,1,1,9,7,1,1,236.88122726
1820,1,1,2,2,2,2,,2,2,9,3,2,3,71.97839887
1821,2,1,3,1,1,1,3,1,1,9,4,1,4,149.80951335
1822,2,1,1,1,1,1,2,2,2,9,6,1,2,459.74322393
1825,2,1,4,1,1,1,3,1,1,9,1,1,3,351.9019209
1828,2,1,3,1,1,1,2,2,1,9,1,1,2,81.32736091
1834,2,1,2,1,1,1,3,1,1,9,4,1,5,356.19174913
1836,2,1,2,1,1,1,3,1,1,9,5,1,5,440.37620553
1837,2,1,1,1,1,1,2,2,2,9,3,1,2,402.9059916
1839,2,1,2,1,1,1,3,2,1,9,1,1,5,321.57022868
1840,1,1,1,2,2,2,,2,1,9,6,2,3,149.63348463
1841,2,1,2,1,1,1,3,1,1,9,3,1,2,442.4782011
1846,1,1,1,1,1,2,,2,2,9,7,2,1,220.42469519
1847,1,1,1,1,1,1,1,2,2,9,3,2,4,274.5710801
1849,1,1,2,1,2,2,,1,2,9,2,2,3,206.56261346
1852,1,1,2,2,2,2,,2,2,9,1,2,3,83.978075143
1853,2,1,2,1,1,1,8,2,1,9,4,1,3,431.99747107
1854,1,1,1,1,2,2,,2,2,9,2,2,3,70.85067486
1857,2,1,2,1,1,1,1,2,1,9,2,2,3,174.85826564
1858,1,1,3,1,1,1,3,1,1,9,3,1,4,419.6046953
1859,1,1,1,1,1,1,1,2,1,9,4,1,1,502.8304522
1861,1,1,1,1,1,1,3,2,1,9,7,1,3,139.67129574
1862,2,1,1,1,1,1,1,1,2,9,2,2,4,266.93455151
1863,3,1,2,1,1,1,8,2,2,9,4,1,3,473.72752087
1864,1,1,1,2,2,2,,2,1,9,2,2,3,86.722456683
1866,2,1,2,1,1,1,3,1,1,9,3,1,3,195.08042283
1867,2,1,2,1,1,1,1,1,1,9,2,2,3,340.9219569
1868,1,1,2,1,2,2,,1,2,9,4,2,3,176.98989004
1870,1,1,1,1,2,2,,1,2,9,6,2,4,387.57719673
1873,2,1,2,1,1,1,2,1,2,9,6,1,3,72.5683561
1874,2,1,1,2,2,1,3,1,2,9,7,1,6,17.050853919
1877,1,1,1,2,2,1,8,2,2,9,2,2,2,131.71877206
1878,1,1,1,1,1,1,3,2,1,9,3,1,4,373.1070008
1880,1,1,1,1,2,2,,2,2,9,6,2,4,507.80834293
1883,1,1,1,1,2,2,,2,2,9,2,2,4,377.77563123
1884,1,1,1,1,2,2,,2,2,9,4,2,1,257.37252111
1887,3,1,2,1,1,1,1,1,1,9,4,2,3,464.65320807
1890,2,1,1,1,1,1,3,2,1,9,7,1,1,516.24042123
1891,2,1,3,1,1,1,3,1,1,9,4,1,3,127.78776925
1895,1,1,1,1,2,2,,2,2,9,7,2,3,127.58093152
1901,2,1,2,1,1,1,1,1,1,9,4,2,3,569.23062287
1903,2,1,2,1,1,1,2,1,2,9,6,1,3,93.22993295
1904,1,1,1,2,2,2,,2,2,9,2,2,2,86.063825707
1905,2,1,5,1,1,1,3,1,1,9,4,2,3,107.13083987
1906,1,1,1,2,2,2,,2,2,9,7,2,1,370.25334287
1907,2,1,3,1,1,1,2,1,1,9,6,1,2,76.530520123
1908,2,1,5,1,1,1,3,1,1,9,4,2,3,123.10229043
1909,1,1,1,1,2,2,,1,2,9,2,2,4,354.09990087
1911,2,1,2,1,1,1,2,1,2,9,6,1,3,96.193049803
1912,1,1,2,1,1,1,3,1,1,9,2,1,5,318.354017
1913,2,1,2,1,1,1,3,1,1,9,4,1,3,241.40576197
1918,1,1,1,2,2,2,,2,2,9,4,2,1,202.58426623
1920,3,1,1,1,1,1,1,2,2,9,6,1,4,230.88954971
1922,2,1,3,1,1,1,3,1,1,9,6,1,4,338.7046641
1926,1,1,2,1,1,1,2,1,1,9,4,1,1,173.14027823
1927,2,1,4,1,1,1,3,1,1,9,5,1,2,111.53510776
1929,2,1,3,1,1,1,2,2,1,9,2,1,2,109.52313617
1931,1,1,1,2,2,2,,2,2,9,4,2,2,159.58108401
1932,1,1,1,2,2,2,,2,2,9,6,2,3,69.50875418
1933,2,1,3,1,1,1,2,1,1,9,2,1,2,92.26651709
1934,1,1,1,1,2,2,,2,2,9,4,2,3,156.5219586
1936,1,1,2,1,1,1,3,1,1,9,3,1,1,44.50143079
1937,1,1,1,1,1,1,9,1,2,9,7,2,4,190.62517411
1938,1,1,2,1,1,1,2,2,2,9,2,1,3,81.493323237
1939,1,1,1,2,2,2,,2,2,9,4,2,1,386.66086023
1940,1,1,2,1,2,2,,2,2,9,6,2,3,96.485912073
1942,1,1,1,1,2,2,,2,2,9,7,2,3,95.12687183
1944,1,1,2,1,1,1,3,1,1,9,4,1,2,186.67469483
1945,1,1,1,1,1,1,1,2,1,9,6,1,1,351.84958513
1946,1,1,3,1,1,1,3,1,1,9,2,1,5,306.22711347
1948,1,1,2,1,1,1,2,2,2,9,2,1,3,80.874042577
1949,2,1,2,1,1,1,3,1,1,9,4,1,5,417.23732917
1951,1,1,2,1,2,2,,1,1,9,6,2,3,59.04844096
1952,2,1,1,1,1,1,2,1,2,9,2,1,4,275.8064082
1953,1,1,1,2,2,1,8,2,2,9,4,2,2,96.14510694
1954,1,1,1,2,2,1,8,2,2,9,7,2,2,246.74480672
1957,1,1,1,1,1,1,2,1,1,9,4,1,2,612.91392747
1959,1,1,2,1,1,1,3,2,1,9,2,1,5,503.7106242
1960,1,1,1,1,1,1,1,2,2,9,2,1,4,282.98908175
1961,2,1,3,1,1,1,3,1,1,9,5,1,3,161.11978099
1964,2,1,2,1,1,1,3,2,1,9,7,1,5,526.46575597
1965,1,1,1,1,1,1,1,2,2,9,2,1,4,252.91271042
1966,1,2,,1,2,1,1,2,1,9,6,2,3,209.42481959
1967,2,1,3,2,1,1,7,1,2,9,4,1,6,7.1829238727
1968,2,1,2,1,1,1,3,2,1,9,7,1,5,562.3148648
1970,2,1,1,2,2,1,3,1,1,9,2,1,6,12.969714097
1971,2,1,1,1,1,1,1,2,1,9,6,1,1,374.4844131
1972,2,1,2,2,1,1,7,1,1,9,4,1,6,9.1373917477
1973,1,1,8,1,1,1,3,2,2,9,7,1,3,237.56088523
1975,2,1,4,1,1,1,2,1,1,9,3,1,2,137.90354645
1976,1,1,2,1,1,1,3,1,1,9,6,1,2,166.68256906
1979,2,1,4,1,1,1,2,1,1,9,2,1,2,181.29136196
1980,3,1,3,1,1,1,6,2,2,9,6,1,4,303.18113122
1983,1,1,2,1,2,2,,1,2,9,2,2,3,83.92689525
1984,2,1,1,2,2,1,3,1,1,9,4,1,6,16.062891235
1985,4,2,,2,2,2,,2,2,9,7,2,1,176.53788626
1989,1,1,1,1,2,2,,2,2,9,5,2,1,344.121443
1993,1,1,2,1,1,1,1,1,1,9,7,2,3,193.23101955
1994,1,1,1,2,2,2,,1,2,9,5,2,1,257.10627408
1997,2,1,2,1,1,1,1,1,1,9,5,2,3,334.54655257
1998,1,1,1,2,2,1,8,2,2,9,4,2,2,96.14510694
2001,1,1,1,1,2,2,,2,2,9,5,2,3,123.962938
2002,1,1,2,1,1,1,1,2,1,9,7,2,3,179.65328031
2003,1,1,1,1,2,2,,2,2,9,4,2,3,102.65476605
2005,2,1,1,1,1,1,3,2,1,9,2,1,1,150.05913419
2008,3,1,1,1,1,1,3,2,2,9,7,1,2,165.45749083
2009,2,1,2,1,1,1,1,1,1,9,5,2,3,629.64935977
2014,1,1,2,1,1,1,3,1,1,9,2,1,5,476.559111
2015,1,1,1,1,2,2,,1,2,9,7,2,3,162.0087443
2018,1,1,1,1,2,2,,2,2,9,5,2,1,284.51719047
2019,1,1,1,1,1,1,2,2,1,9,4,1,2,404.56817027
2021,1,1,1,1,2,2,,2,2,9,1,2,1,138.11623795
2022,1,1,2,1,1,1,1,2,2,9,5,1,3,86.52942748
2029,1,1,1,1,2,2,,2,1,9,1,2,3,68.608564897
2031,2,1,5,1,1,1,3,1,1,9,5,2,3,78.235809217
2032,1,1,1,1,1,1,1,1,1,9,1,1,1,686.44765773
2037,1,1,2,1,1,1,2,1,1,9,5,1,1,159.64067821
2039,2,1,2,1,1,1,3,1,1,9,5,1,1,192.39227882
2049,1,1,2,2,2,2,,2,2,9,5,2,3,87.31476992
2050,1,1,3,1,1,1,3,1,1,9,4,1,4,184.85821837
2051,1,1,1,1,2,2,,2,2,9,1,2,3,83.978075143
2052,2,1,5,1,1,1,3,1,1,9,1,1,2,209.55025639
2054,1,1,1,1,1,1,2,2,2,9,5,1,2,850.79773833
2057,2,1,5,1,1,1,3,1,1,9,1,1,2,188.79838464
2059,2,1,2,1,1,1,8,2,1,9,5,1,3,554.53486163
2062,2,1,2,1,1,1,3,1,1,9,1,1,3,199.08811679
2065,1,1,1,1,1,1,3,2,1,9,5,1,1,222.8038067
2066,2,1,2,1,1,1,1,2,1,9,1,1,1,466.08773553
2070,1,1,1,1,1,1,2,2,1,9,4,1,3,82.61596749
2071,2,1,2,1,1,1,3,1,2,9,5,1,4,293.99308751
2073,1,1,1,1,2,2,,2,2,9,5,2,1,303.02855385
2075,1,1,2,1,1,1,1,1,1,9,1,1,1,494.34509753
2076,2,1,2,1,1,1,2,1,2,9,2,1,3,83.19691731
2077,1,1,1,1,1,2,,1,1,9,1,1,2,512.4841071
2078,3,1,1,1,1,1,2,2,2,9,5,1,2,197.15051403
2079,2,1,1,1,1,1,2,2,1,9,5,1,3,78.368202797
2083,3,1,2,1,1,1,2,2,1,9,4,2,3,250.5155552
2087,2,1,2,1,1,1,3,1,1,9,1,1,3,162.37583348
2089,2,1,2,1,1,1,2,2,2,9,5,1,3,59.200091153
2091,2,1,1,2,2,1,3,2,2,9,1,1,4,96.739574153
2094,1,1,2,1,1,1,2,1,2,9,5,1,3,93.25741055
2096,1,1,1,1,2,2,,1,2,9,3,2,2,100.56576016
2097,1,1,1,1,2,2,,2,2,9,1,2,3,96.64049109
2100,1,1,9,1,2,2,,2,2,9,3,2,4,490.4363328
2101,1,1,1,1,2,2,,2,2,9,4,2,2,235.45731117
2102,2,1,3,1,1,1,3,1,1,9,4,1,3,186.47418465
2105,1,1,1,2,2,2,,2,2,9,4,2,2,180.01218719
2106,1,1,2,1,1,1,3,1,1,9,3,1,5,474.53846447
2108,1,1,1,1,1,2,,2,2,9,6,2,2,148.59994286
2110,1,2,,1,2,2,,2,2,9,6,2,2,230.05603488
2111,3,1,1,1,2,2,,1,2,9,3,2,4,513.19845603
2115,1,2,,2,2,2,,2,2,9,7,2,2,253.20048829
2116,3,1,3,1,1,1,5,2,2,9,4,1,4,270.58999576
2118,1,1,1,2,2,2,,2,2,9,1,2,2,278.4811218
2119,3,1,1,1,2,2,,2,2,9,3,2,4,289.72096025
2120,1,1,1,1,2,2,,2,2,9,4,2,1,208.7694972
2121,1,1,2,1,2,2,,1,2,9,1,2,3,83.978075143
2122,1,1,1,2,2,2,,2,2,9,5,2,2,185.45610414
2124,1,1,2,1,2,1,1,2,1,9,4,2,3,245.72651796
2127,1,1,2,1,1,1,2,2,2,9,3,1,3,117.34630058
2129,1,1,1,1,2,2,,2,2,9,5,2,2,204.41966267
2130,1,1,2,1,2,1,1,1,1,9,1,2,3,330.61015695
2131,1,1,2,1,1,1,2,2,2,9,3,1,3,99.470354913
2135,3,1,1,1,1,1,3,2,1,9,4,1,1,293.50223696
2138,1,1,1,1,1,1,3,2,1,9,3,1,3,190.19528531
2141,1,1,1,1,2,2,,1,2,9,7,2,1,213.28063589
2143,2,1,1,1,1,1,1,2,2,9,7,2,4,538.73744657
2146,1,1,3,1,1,1,2,1,1,9,4,1,2,79.60787764
2149,1,1,1,2,2,2,,1,2,9,7,2,3,73.794263647
2150,1,1,3,1,1,1,2,1,1,9,4,1,3,1488.6809577
2151,2,1,2,1,1,1,3,1,2,9,3,1,4,552.5468901
2153,1,1,2,1,2,1,1,2,1,9,7,2,3,428.71258123
2155,1,1,2,1,1,1,5,1,1,9,4,1,1,44.557489657
2156,2,1,2,1,1,1,3,1,1,9,4,1,4,470.2774238
2157,1,1,2,1,1,1,2,2,1,9,1,1,3,110.13036625
2161,1,1,1,1,1,1,1,2,1,9,4,1,1,744.78372273
2162,2,1,1,1,1,1,2,1,1,9,3,1,3,95.56514674
2164,1,1,1,2,2,1,8,1,2,9,5,2,2,249.71717987
2165,2,1,1,1,1,1,3,1,1,9,4,1,1,285.14546894
2166,1,1,2,1,1,1,2,2,2,9,3,1,3,70.237911013
2167,1,1,1,1,2,2,,2,2,9,7,2,1,232.20832708
2168,1,1,1,2,2,1,8,2,2,9,2,2,2,93.07795449
2170,1,1,1,1,2,2,,2,2,9,4,2,1,540.52115633
2171,1,1,1,1,1,1,2,2,2,9,2,1,3,82.07572993
2172,1,1,1,1,2,2,,2,2,9,7,2,1,352.9342971
2175,1,1,1,1,2,2,,2,2,9,5,2,3,175.23025032
2180,2,1,4,1,1,1,3,1,1,9,4,1,2,123.9266272
2183,2,1,3,1,1,1,3,1,1,9,4,1,2,432.0243502
2186,1,1,1,1,1,2,,2,2,9,4,2,2,222.74186525
2187,1,1,3,1,1,1,3,1,1,9,4,1,4,538.72814697
2188,1,1,1,1,1,2,,1,2,9,7,2,4,762.50069643
2189,1,1,1,1,2,2,,2,2,9,5,2,2,100.75856378
2190,1,1,1,2,2,2,,2,2,9,3,2,2,228.44909961
2192,1,1,1,1,2,2,,2,2,9,7,2,4,205.57200213
2193,2,1,1,1,1,1,2,2,2,9,5,1,2,453.93100547
2194,1,1,1,1,1,1,3,2,1,9,3,1,1,165.78470515
2200,1,1,2,1,1,1,2,2,2,9,7,1,3,119.2867503
2202,1,1,1,1,2,2,,2,2,9,3,2,4,233.81834968
2205,1,1,2,1,1,1,2,1,2,9,5,1,3,68.085837397
2206,1,1,1,1,2,2,,1,2,9,3,2,3,77.48396403
2208,1,1,1,1,1,1,1,2,1,9,7,1,1,884.17413967
2210,1,1,2,1,1,1,2,1,2,9,7,1,3,93.787360577
2213,2,1,2,1,1,1,3,1,1,9,7,1,2,242.47030364
2218,1,1,1,1,1,1,1,1,1,9,7,1,1,480.600187
2219,1,1,1,1,1,1,1,2,2,9,7,1,4,268.58236645
2221,1,1,1,1,1,1,3,2,1,9,3,1,1,340.14968217
2222,1,1,1,1,1,1,1,2,2,9,7,1,4,294.38559329
2223,1,1,2,1,1,1,3,1,1,9,7,1,4,166.17402449
2224,1,1,1,1,1,1,3,1,1,9,7,1,2,425.97298553
2225,1,1,3,1,1,1,3,1,1,9,3,1,1,221.52330097
2228,1,1,2,1,1,1,3,1,1,9,7,1,1,121.90568747
2229,2,1,3,1,1,1,3,2,1,9,3,1,5,332.59463368
2232,2,1,2,1,1,1,8,2,2,9,3,1,3,401.20714913
2234,1,1,1,2,2,2,,2,2,9,1,2,1,140.0166695
2236,1,1,1,1,1,2,,1,2,9,1,2,2,130.31406066
2242,1,1,1,2,2,2,,2,2,9,1,2,1,228.13595445
2244,1,1,2,1,1,1,1,1,1,9,1,2,3,361.3721258
2249,2,1,2,1,1,1,3,1,1,9,5,1,5,368.6992232
2250,1,1,1,1,2,2,,1,2,9,1,2,3,200.0258219
2251,1,1,1,2,2,1,8,2,2,9,1,2,2,193.35310015
2255,1,1,1,1,2,2,,2,2,9,1,2,4,214.40125256
2262,2,1,2,1,1,1,2,2,1,9,3,1,5,651.38533933
2264,1,2,,2,2,2,,2,2,9,1,2,1,241.60236757
2269,1,1,1,1,2,1,2,2,2,9,7,1,2,92.36431704
2270,1,1,1,2,2,2,,2,2,9,1,2,1,209.57582278
2272,1,1,1,1,2,1,2,2,2,9,1,1,2,90.73575436
2274,1,1,2,1,1,1,3,2,1,9,3,1,3,407.24353077
2275,1,1,1,2,2,2,,2,1,9,2,2,1,349.28918483
2277,1,1,2,1,1,1,3,1,2,9,7,1,4,68.30409651
2282,1,1,1,1,2,2,,2,2,9,3,2,3,159.47926788
2284,1,1,1,1,1,1,3,2,1,9,2,1,4,593.59712673
2287,3,1,2,1,1,1,2,1,1,9,3,1,5,671.97195757
2288,1,1,1,2,2,2,,1,2,9,6,2,1,161.7470438
2289,1,1,1,1,1,1,3,2,1,9,1,1,2,456.42258907
2290,3,1,3,1,1,1,5,2,2,9,4,1,4,270.58999576
2291,1,1,1,1,2,2,,1,2,9,6,2,3,175.85084043
2292,1,1,2,1,1,1,1,1,2,9,4,2,4,179.68719862
2297,1,1,1,1,2,1,1,1,2,9,3,2,4,386.79405403
2298,1,1,2,1,1,1,1,1,1,9,6,2,3,505.98395723
2301,1,1,1,1,1,1,1,1,2,9,1,1,2,453.80346693
2304,2,1,1,1,1,1,3,2,2,9,3,1,1,270.40039181
2306,3,1,1,1,1,1,3,2,2,9,6,1,2,150.92417368
2309,2,1,2,1,1,1,1,2,1,9,6,2,3,230.96002374
2311,1,1,2,1,2,1,1,2,1,9,3,2,3,375.70541223
2312,1,1,1,1,2,2,,2,2,9,6,2,1,258.21449307
2313,3,1,3,1,1,1,6,2,2,9,2,1,4,273.9873212
2318,1,1,1,1,1,2,,2,2,9,6,2,1,146.02748147
2322,2,1,2,1,1,1,3,1,1,9,3,1,5,520.70738407
2323,1,1,3,1,1,1,2,2,1,9,3,1,3,2084.3981941
2326,3,1,2,1,1,1,1,1,1,9,3,2,3,388.42849967
2327,2,1,3,1,1,1,3,1,1,9,3,1,3,173.16028424
2328,1,1,2,1,1,1,3,1,1,9,6,1,1,151.16123726
2331,2,1,2,1,1,1,1,1,1,9,3,2,3,411.17952233
2333,1,1,1,1,1,1,3,2,1,9,6,1,1,271.97510745
2338,2,1,2,1,1,1,3,1,1,9,6,1,1,232.87193275
2344,2,1,2,1,1,1,3,1,1,9,6,1,1,186.18206109
2345,2,1,1,2,2,1,3,1,1,9,3,1,6,13.48170725
2346,2,1,1,1,1,1,2,1,1,9,3,1,2,665.38472167
2350,1,1,1,1,1,1,2,2,2,9,3,1,2,76.876868773
2351,1,1,1,2,2,2,,2,2,9,6,2,1,309.56222084
2352,1,1,1,1,1,2,,2,2,9,2,2,2,121.82517838
2354,1,1,1,2,2,2,,2,2,9,3,2,3,104.59431431
2355,2,1,5,1,1,1,3,1,1,9,6,2,3,96.69083374
2358,2,1,1,1,1,1,3,2,1,9,3,1,4,437.41059633
2360,1,1,1,2,2,1,8,2,2,9,6,2,2,113.53464778
2364,1,1,2,1,1,1,3,1,1,9,6,1,2,205.03601215
2365,1,1,1,1,1,1,3,2,1,9,3,1,1,217.21962636
2368,1,1,1,1,1,1,8,1,2,9,2,2,4,319.85622554
2369,1,1,1,1,2,2,,1,2,9,6,2,1,364.39887077
2370,1,1,1,2,2,2,,2,1,9,3,2,3,104.59431431
2373,3,1,1,1,1,1,8,2,2,9,2,2,4,196.13580079
2374,1,1,1,2,2,1,8,2,2,9,3,2,2,242.85614651
2375,1,1,1,1,2,1,2,2,2,9,6,1,2,90.674884033
2381,2,1,1,1,1,1,2,2,2,9,2,1,2,451.707709
2382,2,1,1,1,1,1,3,1,1,9,4,1,4,413.75354833
2384,1,1,1,1,1,1,3,1,1,9,6,1,3,146.14529635
2388,1,1,1,1,1,1,3,2,1,9,2,1,1,243.77322996
2389,2,1,1,1,1,1,3,2,1,9,6,1,1,357.536575
2391,1,1,2,1,1,1,3,1,1,9,3,1,5,360.29162177
2396,1,1,2,1,1,1,3,1,1,9,6,1,1,29.31251298
2397,1,1,1,1,1,1,3,1,1,8,2,1,2,426.02660677
2404,2,1,3,1,1,1,7,2,1,9,5,1,6,10.453490648
2405,2,1,1,1,1,1,3,2,2,9,6,1,3,181.01785966
2406,1,1,2,1,1,1,1,1,2,9,1,2,4,152.34006495
2408,2,1,2,2,1,1,7,1,1,9,5,1,6,13.57471596
2409,1,1,1,2,2,2,,2,2,9,5,2,1,255.07980751
2411,2,1,3,1,1,1,7,2,1,9,6,1,6,7.3915108907
2413,1,1,1,1,1,1,1,1,1,9,5,1,1,612.36612373
2416,2,1,1,2,2,1,3,1,1,9,6,1,6,13.309653711
2417,2,1,2,1,1,1,3,1,1,9,4,1,4,262.28559934
2418,2,1,2,1,1,1,2,2,1,9,5,1,2,65.165669593
2419,1,1,1,1,2,1,1,1,2,9,2,2,4,240.09944362
2421,1,1,1,2,2,2,,2,2,9,6,2,2,230.05603488
2422,2,1,5,1,1,1,3,1,1,9,5,2,3,94.650087713
2426,1,1,3,1,1,1,3,1,1,9,6,1,1,297.12150955
2429,1,1,2,1,2,1,1,2,1,9,5,2,3,347.66648407
2431,1,1,3,1,1,1,3,1,1,9,5,1,1,238.58468533
2432,2,1,1,1,1,1,3,2,2,9,6,1,1,450.24185407
2434,1,1,1,1,2,2,,1,2,9,1,2,4,366.6581262
2435,1,1,1,1,1,1,3,1,1,9,6,1,1,595.50307067
2437,2,1,2,1,1,1,3,1,1,9,5,1,1,192.39227882
2439,1,1,1,1,1,1,3,2,2,9,5,1,3,176.87913057
2444,2,1,1,1,1,1,3,1,1,9,5,1,1,262.46274153
2445,2,1,4,1,1,1,3,1,1,9,6,1,4,188.1298454
2446,1,1,1,1,2,2,,2,1,9,2,2,3,51.640653367
2449,1,1,1,1,1,1,1,1,1,9,6,1,1,460.77163873
2450,2,1,2,1,1,1,1,2,1,9,5,1,1,488.42144893
2451,1,1,2,1,2,1,1,1,1,9,2,2,3,311.50924936
2452,2,1,2,1,1,1,3,1,2,9,5,1,4,260.05475302
2454,1,1,1,1,2,2,,2,2,9,6,2,3,93.92458383
2456,1,1,1,1,2,1,1,1,2,9,3,2,4,350.28959527
2457,1,1,2,1,1,1,3,1,1,9,5,1,1,38.487840917
2461,2,1,2,1,1,1,2,1,1,9,2,2,3,140.66268978
2467,1,1,1,1,1,2,,1,2,9,5,2,1,224.165789
2469,1,1,3,1,1,1,3,1,1,9,6,1,5,312.86933571
2472,1,1,1,1,2,2,,2,2,9,5,2,1,289.49040461
2474,1,1,1,1,2,2,,2,2,9,6,2,1,161.7470438
2475,2,1,2,1,1,1,3,1,1,9,5,1,4,293.99308751
2477,1,1,3,1,1,1,3,1,1,9,5,1,4,182.21891132
2478,2,1,4,1,1,1,3,1,1,9,6,1,5,410.44680233
2481,1,1,1,2,2,2,,2,2,9,6,2,1,400.99315987
2484,1,1,3,1,1,1,3,1,1,9,6,1,5,362.96410333
2487,1,1,1,1,1,1,1,2,1,9,5,1,1,495.1201192
2490,2,1,4,1,1,1,3,1,1,9,4,1,2,163.13240962
2491,1,1,3,1,1,1,3,1,1,9,6,1,5,344.373085
2492,1,1,1,2,2,1,3,1,1,9,5,1,6,13.937987531
2495,1,1,1,1,2,2,,2,2,9,5,2,1,223.79660754
2496,2,1,2,1,2,1,1,1,1,9,6,2,3,422.47784107
2497,2,1,1,1,1,1,3,1,1,9,6,1,4,261.28928227
2499,2,1,2,1,2,1,1,1,1,9,5,2,3,388.2458867
2500,2,1,2,1,1,1,3,1,1,9,6,1,4,297.54249142
2501,2,1,2,1,1,1,3,1,1,9,5,1,3,261.88530595
2502,2,1,3,1,1,1,3,1,1,9,6,1,4,404.2415083
2503,1,1,1,1,2,2,,2,2,9,5,2,3,90.223179707
2504,2,1,2,1,1,1,2,2,2,9,6,1,2,57.64782794
2505,2,1,3,1,1,1,3,2,1,9,2,1,4,269.51268262
2507,2,1,2,1,1,1,3,1,1,9,4,1,5,413.11112453
2508,1,1,3,1,1,1,3,1,2,9,1,1,4,324.42573298
2509,2,1,3,1,1,1,3,1,1,9,1,1,5,251.30974517
2510,1,1,1,1,1,1,1,2,1,9,7,1,1,539.0689412
2512,2,1,1,1,2,2,,2,2,9,5,2,2,446.04838183
2514,2,1,3,1,1,1,3,1,1,9,1,1,5,295.16578421
2534,2,1,3,1,1,1,2,1,1,9,6,1,2,358.80153737
2535,1,1,2,1,1,1,1,1,1,9,7,2,3,247.31572153
2536,2,1,1,1,1,1,3,1,1,9,1,1,2,169.28917937
2538,2,1,1,2,2,1,3,2,1,9,3,1,1,101.10691818
2539,1,1,2,1,1,1,1,1,1,9,2,1,1,399.06354877
2541,1,1,1,1,1,1,1,1,1,9,3,1,1,978.3757279
2543,1,1,1,2,2,1,3,1,1,9,1,1,6,11.155617123
